id,visible,title,price,old_price,ribbon,cover,sku,category,short_desc,long_desc
book-53,true,История русского жречества,700,0,,istoriya_russkogo_jrechestva.jpg,,русская-волшебная-культура,"В этой работе вкратце изложена история русского жречества, носителей чудесных знаний русской волшебной культуры.Книга относится к серии ""Рус...","В этой работе вкратце изложена история русского жречества, носителей чудесных знаний русской волшебной культуры.Книга относится к серии ""Русская волшебная культура"" и рассчитана на ограниченный круг читателей."
book-54,true,Апокалипсис в XVI веке. Армагедон. Всемирный потоп. Истребление душ в XX,700,0,,apocalypse_v_21.jpg,,в-поисках-сокровенного,"В этой работе вкратце изложена история катастроф, происшедших за последнее время на Земле. Описаны причины их вызвавшие и события на Земле с...","В этой работе вкратце изложена история катастроф, происшедших за последнее время на Земле. Описаны причины их вызвавшие и события на Земле с ними связанные. Книга относится к серии: ""В поисках сокровенного"" и рассчитана на широкий круг думающих читателей."
book-55,true,Божественность в русском языке,700,0,,bojestvennost_v_russkom.jpg,,в-поисках-сокровенного,"В этой работе изложена основа, в чем заключается божественность русского языка и как она проявляется. Книга относится к серии "" В поисках со...","В этой работе изложена основа, в чем заключается божественность русского языка и как она проявляется. Книга относится к серии "" В поисках сокровенного"" и рассчитана на широкий круг думающих читателей."
book-56,true,Битва за Землю,300,0,,bitva_za_zemlu.jpg,,рекомендованные-для-учащихся-шж,На протяжении последних 70 лет правительства ведущих стран мира вынуждены были заниматься сокрытием факта инопланетного присутствия на Земле...,"На протяжении последних 70 лет правительства ведущих стран мира вынуждены были заниматься сокрытием факта инопланетного присутствия на Земле, а самое главное- своих связей с инопланетными цивилизациями, безраздельно контролирующей Человечество уже не одну сотню лет."
book-57,true,Педагогическая рапсодия,700,0,,pedag_rapsody.jpg,,в-поисках-сокровенного,"В этой работе вкратце изложены традиции и принципы образования, обучения, формирования, просвещения, умения и программы в русской древлеправ...","В этой работе вкратце изложены традиции и принципы образования, обучения, формирования, просвещения, умения и программы в русской древлеправославной школе. Книга относится к серии: ""В поисках сокровенного"" и рассчитана на ограниченный круг читателей."
book-58,false,Древлеправославный календарь,1000,0,,drevlepravoslavnyi-kalendar-131-B.jpg,,,"Эта книга посвящена вопросам влияния на человека&nbsp;чисел&nbsp;и временных промежутков, которые определяют его судьбу, удачу, процветание ...","Эта книга посвящена вопросам влияния на человека&nbsp;чисел&nbsp;и временных промежутков, которые определяют его судьбу, удачу, процветание или&nbsp;наоборот.&nbsp;При незнании функций чисел и промежутков, можно так и остаться в поле несчастий, невезения и всевозможных напастей. Всё это было отражено в древлеправославном календаре, в его строении и в праздничных датах, построенного нашими предками на фундаментальной базе функций натурального ряда чисел. В процессе исследования этого календаря вскрываются очень серьёзные пробелы в наших знаниях о русской культуре и истории, которые мы и попытались здесь восполнить."
book-59,true,Зачала Ведической Арифметики,1000,0,,Зачала_ведической2.jpg,,другие-авторы,Зачала Ведической Арифметики,Зачала Ведической Арифметики
book-60,true,Тайна строительства склепов для оживления умерших людей,800,0,,mystery_sklepov.jpg,,в-поисках-сокровенного;новинки,"В этой работе изложены основы, хранения умерших людей для последующего их оживления. Книга относится к серии: ""В поисках сокровенного"" и рас...","В этой работе изложены основы, хранения умерших людей для последующего их оживления. Книга относится к серии: ""В поисках сокровенного"" и рассчитана на широкий круг думающих читателей"
book-61,true,Краткая история религий,1000,0,,short_religion.jpg,,новинки,Самый запутанный и самый табуированный вопрос - это вопрос истории религий и их священных книг. Поскольку все ныне существующие религии имею...,"Самый запутанный и самый табуированный вопрос - это вопрос истории религий и их священных книг. Поскольку все ныне существующие религии имеют один корень происхождения, мы&nbsp; постарались рассмотреть историяю не одной религии, не одной священной книги, а историю всех религий и их священных книг. В качестве примера взята священная книга католиков, христиан, мормонов и протестонтов - Библия"
book-62,true,Наука изучать прекрасное (В.И. Говоров),1500,0,Новинка,govorov_science.jpg,,новинки;другие-авторы,"Цветная, формат А4. &nbsp; Для кого и для чего написана эта книга? Для узкого круга специалистов или для широкого круга читателей? Первым он...","Цветная, формат А4. &nbsp; Для кого и для чего написана эта книга? Для узкого круга специалистов или для широкого круга читателей? Первым она пригодится для написания дисертаций, вторым - покажет образцы совершенного искусства и приобщит&nbsp;их к настоящей культуре. И самое главное, что откроется вашему уму - волшебные свойства Русского Языка, языка Мироздания, науки, культуры и искусства, позволяющие постичь любые тайны окражущего нас Бытия"
book-63,true,Освобождение от рабства. Малоедение и малопитие - это вечная молодость и...,900,0,Новинка,ОсвобождениеОтРабства.jpg,,в-поисках-сокровенного,"Эта книга предназначена для всех, кто хочет избавиться от современных иллюзий и вырваться из рабства захватчиков нашей планеты, в котором ок...","Эта книга предназначена для всех, кто хочет избавиться от современных иллюзий и вырваться из рабства захватчиков нашей планеты, в котором оказалось всё Человечество. Рабство, кое неуклонно ведёт Человека к инволюции, дегенерации, к старению и к смерти. И оно довело нас уже до того, что к нам на планету хотят вселить другую цивилизацию, а всё опущенное Человечество навсегда отправить к праотцам – для чего эту отправку переименовали сегодня в «переход в пятое измерение». Книга будет полезна для бизнесменов, банкиров, директоров фирм и заводов, крупных и не очень крупных чиновников, политиков, знаменитостей, фермеров и для всех тех, кто может принимать решение."
book-64,true,Искусство повитух. Практика рождения гениев,900,0,Новинка,Искусство-повитух-3-оконч.jpg,,в-поисках-сокровенного,"Книга рассчитана на профессиональных повитух, на девушек и женщин решивших стать мамами, вреде абортов, а также на всех думающих людей котор...","Книга рассчитана на профессиональных повитух, на девушек и женщин решивших стать мамами, вреде абортов, а также на всех думающих людей которые могут отличить истину от иллюзий, в таком важном вопросе как рождение гениального или даже Божественного ребёнка. Эта книга является основой жизни свободных людей, поэтому, возможно в ближайшее время, закулиса будет пытаться всячески её запретить"
book-65,true,Последствия апокалипсиса. Происхождение наций и народов,1000,0,Новинка,Обл-Последствия-апокалипсиса-wix.jpg,,в-поисках-сокровенного,"В этой работе вкратце изложены причины появления на земле множества наций и народов и сделана попытка сосчитать количество погибших планет, ...","В этой работе вкратце изложены причины появления на земле множества наций и народов и сделана попытка сосчитать количество погибших планет, их спутников в Солнечной системе в результате происшедшего апокалипсиса. Книга не подлежит широкому распространению и рассчитана на просветлённых думающих людей"
book-66,true,Надежда есть. Мечта сбывается,700,0,Новинка,2025_МечтыСбываются.jpg,,,"В книге изложена информация о параллельных цивилизациях, с которыми мы живём бок о бок на Земле и не подозреваем об ихсуществовании. Да это ...","В книге изложена информация о параллельных цивилизациях, с которыми мы живём бок о бок на Земле и не подозреваем об ихсуществовании. Да это и понятно, нам обрубили корни: мы не знаем свой Род, мы не помним свои прошлые жизни. И поэтому с нами не могут связаться наши предки и сообщить нам важную для нас информацию. Это всё равно что иметь телефон без номера. Ну и кто с нами свяжется тогда и поделится информацией!? Знание о Роде и прошлых жизнях – это номер телефона – это центр приёма информации. Мы до сих пор расхлёбываем последствия апокалипсиса. Здесь приведён комплекс мероприятий, позволяющих упредить наступающую катастрофу. Но это станет возможным только в том случае, если каждый человек нашей планеты активно примет участие в осуществлении мероприятий, описанных в этой работе. Тех нескольких сотен подключившихся людей явно недостаточно для выхода из катастрофического кризиса, который грядёт в ближайшее время. Нужно задействовать всё Человечество, тогда мы спасёмся."
